target,baseline_mae,ml_mae,mae_improvement_pct,baseline_rmse,ml_rmse,ml_r2
electricity_price,15.87023405362952,3.5959082845631345,77.34180685419223,20.64650957926836,9.491354275769964,0.763220403879426
grid_load,442.4753037177297,35.36511801835646,92.00743686230292,576.506786978334,48.05504522729812,0.9985198221757537
solar_generation,120.80793416217202,12.58695763113541,89.58101740715247,193.18280591491387,33.15281878272127,0.9849694724599374
wind_generation,459.2637185906608,25.754443729936902,94.39223202543207,573.9046993576076,44.93512984400961,0.9938385071236651
